Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
CSGCN,small_world_u2000_i5000_sp0.01_ns0.02,DEFAULT,synth,12,3,21,10,448128,7.664062738418579,0.5768532752990723,0.0269,0.0328,0.0553,0.0272,0.0354,0.0482,0.0533,0.0127,0.0109,0.122,0.196
