Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
LightGCN,line_graph_u500_i5000_sp0.01_ns0.1_max30_decay0.5,DEFAULT,synth,1,31,20,308864,1.764524221420288,0.026311874389648438,0.6757,0.8295,0.8901,0.768,0.7859,0.8127,0.8154,0.1322,0.0715,0.914,0.952
