Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
ASLGCN,random_u2000_i2000_sp0.01_ns0.1,TUNED,synth,123,1,90,79,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001, 'social_layers': 3}",256129,17.24013376235962,0.06656265258789062,0.135,0.1995,0.2773,0.125,0.147,0.1178,0.1254,0.0277,0.02,0.2695,0.38
