Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGNUniform,star_u2000_i5000_sp0.003_ns0.1,DEFAULT,synth,12,3,12,1,447620,1.9912939071655273,1.537355661392212,0.0808,0.1359,0.1913,0.0812,0.0958,0.0681,0.0726,0.0154,0.011,0.1522,0.2178
