Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGN,line_graph_u2000_i5000_sp0.003_ns0.1_max30_decay0.5,DEFAULT,synth,1,27,14,447876,4.891752481460571,0.06967544555664062,0.231,0.3313,0.4192,0.24,0.2648,0.2425,0.2499,0.0452,0.0294,0.4287,0.5363
