Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGN,fake_users_u2000_i5000_sp0.005_ns0.1_fake0.1,DEFAULT,synth,1,19,7,448132,4.027304649353027,0.06949663162231445,0.0887,0.127,0.177,0.0871,0.102,0.0958,0.1016,0.0212,0.0154,0.2055,0.29
