batch,tuned,dseed,mseed,dataset,model,best_params,mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,BPR,,,synth,1.0,3.0,12.0,1.0,448128.0,2.772463083267212,0.0556097030639648,0.0019,0.0016,0.0033,0.0012,0.0019,0.0025,0.0031,0.0009,0.0009,0.0085,0.017
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,BPR,,,synth,12.0,3.0,16.0,5.0,448128.0,3.7762417793273926,0.0664958953857421,0.0021,0.0019,0.0045,0.0014,0.0023,0.0026,0.0034,0.001,0.001,0.01,0.0205
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,BPR,,,synth,123.0,3.0,15.0,4.0,448128.0,3.389442682266236,0.0658826828002929,0.002,0.0017,0.0039,0.0014,0.0024,0.003,0.0038,0.001,0.0011,0.009,0.0205
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,1.0,1.0,22.0,11.0,448128.0,8.55587387084961,0.0742008686065673,0.0242,0.0298,0.0484,0.0232,0.03,0.0412,0.0458,0.0117,0.0096,0.1115,0.1785
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,12.0,1.0,20.0,9.0,448128.0,6.660386562347412,0.0691332817077636,0.0234,0.0333,0.0551,0.0268,0.0348,0.0472,0.0525,0.0131,0.011,0.1245,0.2045
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,123.0,1.0,27.0,15.0,448128.0,15.270135641098022,3.56495213508606,0.0275,0.0368,0.0599,0.028,0.0365,0.0494,0.055,0.0151,0.0122,0.1435,0.225
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,1.0,2.0,23.0,12.0,448128.0,12.248433113098145,3.250936985015869,0.0268,0.0263,0.0489,0.0204,0.0285,0.0367,0.0419,0.0106,0.0095,0.102,0.1785
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,12.0,2.0,20.0,9.0,448128.0,6.660720109939575,0.070467472076416,0.0248,0.0335,0.0524,0.025,0.032,0.0442,0.0489,0.0127,0.0103,0.1215,0.191
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,123.0,2.0,21.0,10.0,448128.0,11.188796997070312,3.482471466064453,0.0269,0.0353,0.0532,0.0274,0.0343,0.0459,0.0504,0.0135,0.0106,0.129,0.1945
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,1.0,3.0,20.0,9.0,448128.0,6.761631965637207,0.0709688663482666,0.0271,0.0331,0.0546,0.0254,0.0334,0.0452,0.0502,0.0127,0.0107,0.1245,0.1985
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,12.0,3.0,23.0,12.0,448128.0,8.778758764266968,0.073948860168457,0.0289,0.033,0.0552,0.0249,0.0332,0.0425,0.0478,0.0121,0.0105,0.115,0.194
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,CSGCN,,,synth,123.0,3.0,21.0,10.0,448128.0,6.849424123764038,0.0702800750732421,0.0269,0.0366,0.058,0.0278,0.036,0.0498,0.055,0.0148,0.0119,0.139,0.217
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,1.0,,13.0,2.0,448128.0,3.5276966094970703,0.0662229061126709,0.002,0.0027,0.0058,0.002,0.0031,0.0035,0.0043,0.0014,0.0013,0.0135,0.025
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,12.0,,17.0,6.0,448128.0,4.529943704605103,0.0671193599700927,0.0022,0.0015,0.0033,0.001,0.0017,0.0017,0.0024,0.0008,0.0009,0.0075,0.017
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,123.0,1.0,52.0,41.0,448128.0,15.951401710510254,0.071368932723999,0.0026,0.004,0.0063,0.003,0.0039,0.0053,0.0061,0.0018,0.0015,0.0175,0.029
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,1.0,2.0,17.0,6.0,448128.0,4.52535891532898,0.0683584213256836,0.0024,0.0015,0.0028,0.0012,0.0018,0.0024,0.0029,0.0008,0.0009,0.008,0.0165
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,12.0,2.0,15.0,4.0,448128.0,4.074928998947144,0.0674300193786621,0.0026,0.0019,0.0031,0.0014,0.0019,0.0025,0.003,0.001,0.0009,0.009,0.017
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,123.0,2.0,18.0,7.0,448128.0,4.762377023696899,0.0713095664978027,0.002,0.002,0.0052,0.0017,0.0029,0.0035,0.0044,0.0011,0.0012,0.0105,0.0245
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,1.0,3.0,12.0,1.0,448128.0,3.0107970237731934,0.0558891296386718,0.002,0.0027,0.0054,0.0018,0.0029,0.0032,0.0041,0.0012,0.0013,0.012,0.025
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,12.0,3.0,19.0,8.0,448128.0,4.909264326095581,0.070427656173706,0.0022,0.0026,0.0046,0.002,0.0028,0.0037,0.0044,0.0013,0.0012,0.013,0.024
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,DiffNet,,,synth,123.0,3.0,12.0,1.0,448128.0,3.2142210006713867,0.0560479164123535,0.0018,0.0016,0.003,0.0014,0.0019,0.0033,0.0037,0.001,0.0008,0.0095,0.016
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,1.0,,12.0,1.0,448132.0,3.996484041213989,0.0571856498718261,0.0113,0.0115,0.0207,0.0082,0.0116,0.0148,0.0173,0.0047,0.0043,0.047,0.0845
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,12.0,,12.0,1.0,448132.0,4.0084521770477295,0.0715260505676269,0.0092,0.0101,0.0197,0.0075,0.0111,0.0135,0.016,0.0047,0.0042,0.045,0.081
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,123.0,1.0,13.0,2.0,448132.0,4.42233681678772,0.0701541900634765,0.0116,0.0137,0.0238,0.0104,0.0142,0.0181,0.0207,0.0057,0.005,0.054,0.0925
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,1.0,2.0,13.0,2.0,448132.0,4.351512670516968,0.0714180469512939,0.0116,0.0139,0.0229,0.01,0.0134,0.0179,0.0202,0.0054,0.0044,0.052,0.0845
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,12.0,2.0,13.0,2.0,448132.0,4.232416391372681,0.0707533359527587,0.0125,0.0131,0.024,0.0101,0.0143,0.0183,0.0211,0.005,0.0048,0.049,0.091
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,123.0,2.0,14.0,3.0,448132.0,4.618955373764038,0.0714280605316162,0.0098,0.0125,0.0244,0.0091,0.0132,0.0148,0.0173,0.005,0.0045,0.0465,0.084
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,1.0,3.0,13.0,2.0,448132.0,4.273293256759644,0.0733497142791748,0.012,0.0137,0.0238,0.0092,0.0129,0.013,0.0156,0.0049,0.0044,0.046,0.0825
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,12.0,3.0,14.0,3.0,448132.0,4.7594895362854,0.0770735740661621,0.0104,0.0173,0.0285,0.0133,0.0175,0.0232,0.0259,0.0059,0.0051,0.0565,0.097
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,HAGN,,,synth,123.0,3.0,14.0,3.0,448132.0,5.023559093475342,0.0765247344970703,0.0084,0.0165,0.0279,0.012,0.0161,0.0188,0.0215,0.006,0.0051,0.0565,0.0945
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,1.0,,24.0,13.0,448128.0,7.627070188522339,0.2374069690704345,0.0244,0.0282,0.0507,0.0233,0.0314,0.0457,0.0507,0.012,0.0103,0.116,0.1885
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,12.0,,19.0,8.0,448128.0,5.206966638565064,0.0687730312347412,0.0229,0.0274,0.0459,0.0212,0.0284,0.0364,0.0415,0.0105,0.0095,0.099,0.174
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,123.0,1.0,20.0,9.0,448128.0,5.568764925003052,0.0690042972564697,0.0225,0.0365,0.0588,0.0284,0.0365,0.0488,0.0542,0.0134,0.0111,0.1295,0.208
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,1.0,2.0,22.0,11.0,448128.0,6.229855060577393,0.0692832469940185,0.0241,0.0316,0.0531,0.0233,0.0314,0.0391,0.0442,0.012,0.0106,0.1175,0.1935
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,12.0,2.0,20.0,9.0,448128.0,5.532429456710815,0.4027752876281738,0.0229,0.0336,0.0564,0.0254,0.0338,0.0448,0.0498,0.013,0.0109,0.122,0.196
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,123.0,2.0,22.0,11.0,448128.0,6.583749294281006,0.0704610347747802,0.0265,0.0351,0.0587,0.0244,0.0332,0.0393,0.045,0.0122,0.0107,0.118,0.199
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,1.0,3.0,23.0,12.0,448128.0,6.448655128479004,0.0690717697143554,0.0272,0.0378,0.0595,0.0301,0.0384,0.0543,0.0599,0.0147,0.0121,0.139,0.222
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,12.0,3.0,20.0,9.0,448128.0,5.804837942123413,0.0720624923706054,0.0272,0.0313,0.0542,0.0246,0.0331,0.0421,0.0475,0.0127,0.0109,0.1225,0.201
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,LightGCN,,,synth,123.0,3.0,19.0,8.0,448128.0,5.469189167022705,0.0700223445892334,0.0256,0.0311,0.052,0.0238,0.0318,0.0409,0.046,0.0115,0.0102,0.1105,0.187
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,1.0,,16.0,4.0,481408.0,9.959097385406494,0.0750846862792968,0.2117,0.2552,0.3284,0.2321,0.2603,0.3802,0.3891,0.0952,0.0639,0.6665,0.793
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,12.0,,14.0,3.0,481408.0,8.744438409805298,0.0770905017852783,0.2214,0.2478,0.322,0.2319,0.2602,0.3895,0.398,0.0931,0.0628,0.6535,0.7745
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,123.0,1.0,13.0,2.0,481408.0,8.22437596321106,0.0764331817626953,0.2046,0.2465,0.3204,0.2289,0.2576,0.3824,0.3913,0.0908,0.0616,0.65,0.774
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,1.0,2.0,13.0,2.0,481408.0,8.228261470794678,0.0789923667907714,0.213,0.2592,0.3323,0.2374,0.2658,0.3928,0.4006,0.0956,0.064,0.675,0.789
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,12.0,2.0,20.0,9.0,481408.0,13.126668453216553,0.0821521282196044,0.2095,0.2415,0.3177,0.2199,0.2492,0.3711,0.3794,0.0932,0.0633,0.6605,0.778
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,123.0,2.0,16.0,5.0,481408.0,9.895827293395996,0.0770576000213623,0.217,0.2383,0.3104,0.218,0.246,0.3717,0.3801,0.0907,0.0615,0.6585,0.7775
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,1.0,3.0,12.0,1.0,481408.0,7.228897094726562,0.0778951644897461,0.2146,0.2452,0.3136,0.2277,0.2547,0.3824,0.3907,0.0895,0.0601,0.647,0.762
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,12.0,3.0,13.0,2.0,481408.0,7.770748853683472,0.0763187408447265,0.2145,0.2418,0.3114,0.2265,0.2535,0.3845,0.392,0.0902,0.0603,0.663,0.7685
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,MHCN,,,synth,123.0,3.0,16.0,5.0,481408.0,9.70831036567688,0.0774829387664794,0.2274,0.2558,0.3261,0.2364,0.2638,0.3962,0.4039,0.0972,0.0644,0.6805,0.7915
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,1.0,,433.0,422.0,448128.0,166.90399932861328,0.068572998046875,0.4353,0.5194,0.5929,0.5152,0.5457,0.7211,0.7244,0.1917,0.1154,0.918,0.9635
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,12.0,,484.0,473.0,448128.0,187.7433514595032,0.0679771900177002,0.4326,0.5215,0.593,0.5254,0.5547,0.7444,0.7475,0.1947,0.1158,0.924,0.967
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,123.0,1.0,377.0,366.0,448128.0,149.61846613883972,0.0693223476409912,0.423,0.5198,0.5961,0.5158,0.5477,0.7225,0.7255,0.1902,0.1151,0.921,0.964
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,1.0,2.0,364.0,353.0,448128.0,146.38650178909302,0.1579866409301757,0.4336,0.5152,0.5888,0.5154,0.5463,0.7335,0.7365,0.1894,0.1144,0.924,0.967
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,12.0,2.0,499.0,488.0,448128.0,193.78225183486936,0.0699434280395507,0.434,0.53,0.6071,0.5256,0.5581,0.7302,0.7335,0.1961,0.1188,0.9165,0.964
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,123.0,2.0,380.0,369.0,448128.0,153.52965140342712,0.0699634552001953,0.4284,0.5162,0.5956,0.5135,0.5466,0.7258,0.7284,0.1905,0.1159,0.926,0.9625
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,1.0,3.0,431.0,420.0,448128.0,167.48043608665466,0.0738656520843505,0.4354,0.5154,0.5964,0.5185,0.5521,0.74,0.7429,0.1924,0.1167,0.927,0.9675
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,12.0,3.0,500.0,493.0,448128.0,182.04428791999817,0.0683217048645019,0.4308,0.5263,0.5998,0.5282,0.5593,0.749,0.7519,0.1957,0.1174,0.9265,0.9685
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.05,SimGCL,,,synth,123.0,3.0,391.0,380.0,448128.0,155.57743501663208,0.0789322853088378,0.4306,0.5191,0.5972,0.5172,0.5497,0.7314,0.7345,0.1928,0.1164,0.9235,0.9655
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,1.0,,21.0,10.0,448129.0,6.968924522399902,0.0713791847229003,0.0266,0.0305,0.055,0.0243,0.0335,0.0419,0.0481,0.0116,0.0107,0.1065,0.1965
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,12.0,,25.0,14.0,448129.0,8.550576210021973,0.0724046230316162,0.0279,0.0322,0.0563,0.0251,0.0342,0.0441,0.05,0.0123,0.0111,0.12,0.206
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,123.0,1.0,20.0,9.0,448129.0,6.591720581054688,0.0712826251983642,0.0261,0.0336,0.052,0.025,0.032,0.0422,0.0468,0.0129,0.0105,0.123,0.1905
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,1.0,2.0,22.0,11.0,448129.0,7.483388423919678,0.0757262706756591,0.0254,0.0334,0.0524,0.0246,0.0316,0.0416,0.0463,0.0119,0.0098,0.115,0.1835
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,12.0,2.0,21.0,10.0,448129.0,6.846316814422607,0.0778648853302002,0.0238,0.0347,0.0564,0.0277,0.0358,0.0475,0.0529,0.0129,0.0108,0.1225,0.1995
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,123.0,2.0,22.0,11.0,448129.0,7.005453109741211,0.0730640888214111,0.0242,0.0314,0.05,0.023,0.0303,0.0396,0.0449,0.0116,0.0101,0.111,0.1875
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,1.0,3.0,22.0,11.0,448129.0,7.324423789978027,0.0717637538909912,0.0257,0.0317,0.0531,0.0245,0.0326,0.0436,0.0489,0.0131,0.0111,0.1235,0.2025
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,12.0,3.0,20.0,9.0,448129.0,6.625969409942627,0.0784611701965332,0.0285,0.03,0.0501,0.0222,0.0297,0.0367,0.0415,0.0114,0.0098,0.1095,0.1815
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.1,ASLGCN,,,synth,123.0,3.0,22.0,11.0,448129.0,7.677827835083008,0.0730631351470947,0.0273,0.0342,0.059,0.0265,0.0359,0.0459,0.0522,0.0135,0.0119,0.1285,0.2205
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,1.0,,13.0,1.0,448128.0,3.098083734512329,0.070819616317749,0.0018,0.0019,0.0048,0.0015,0.0026,0.0032,0.004,0.0011,0.0011,0.0105,0.022
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,12.0,,16.0,5.0,448128.0,3.765660047531128,0.0664246082305908,0.0021,0.0018,0.0046,0.0014,0.0024,0.0027,0.0034,0.0009,0.001,0.009,0.02
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,123.0,1.0,44.0,33.0,448128.0,10.475746393203735,0.0654382705688476,0.0029,0.0018,0.0033,0.0016,0.0022,0.0038,0.0043,0.0012,0.001,0.0115,0.019
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,1.0,2.0,12.0,1.0,448128.0,2.820413827896118,0.0558655261993408,0.0019,0.0019,0.0035,0.0014,0.0021,0.0025,0.0032,0.001,0.001,0.01,0.02
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,12.0,2.0,21.0,10.0,448128.0,4.906075477600098,0.0660088062286377,0.0023,0.0022,0.0044,0.0017,0.0026,0.0033,0.004,0.0012,0.0012,0.012,0.023
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,123.0,2.0,30.0,11.0,448128.0,7.396007537841797,0.0640535354614257,0.0015,0.0022,0.0039,0.0015,0.0021,0.0027,0.0032,0.001,0.0009,0.0095,0.017
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,1.0,3.0,13.0,2.0,448128.0,3.0335636138916016,0.0669631958007812,0.001,0.0025,0.0044,0.0019,0.0027,0.0038,0.0045,0.0014,0.0012,0.0135,0.024
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,12.0,3.0,18.0,4.0,448128.0,4.230227470397949,0.0657510757446289,0.0019,0.0015,0.0025,0.0015,0.002,0.0035,0.004,0.0008,0.0007,0.0075,0.0145
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.1,BPR,,,synth,123.0,3.0,16.0,3.0,448128.0,3.744447946548462,0.0648503303527832,0.0028,0.002,0.0045,0.0017,0.0027,0.0033,0.0042,0.0009,0.0011,0.0085,0.0215
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,1.0,1.0,26.0,13.0,448128.0,9.027254819869995,0.0707943439483642,0.028,0.0353,0.0564,0.025,0.0328,0.0402,0.0452,0.0123,0.0104,0.1155,0.189
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,12.0,1.0,24.0,13.0,448128.0,8.253079652786255,0.0721611976623535,0.0278,0.0332,0.0547,0.0254,0.0336,0.044,0.0491,0.0125,0.0108,0.12,0.1935
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,123.0,1.0,30.0,11.0,448128.0,10.645699977874756,0.0750398635864257,0.0287,0.0346,0.0556,0.0268,0.0345,0.0462,0.0512,0.0134,0.0109,0.1265,0.198
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,1.0,2.0,19.0,8.0,448128.0,6.297165870666504,0.0734429359436035,0.0243,0.0341,0.0539,0.0261,0.0333,0.0434,0.0478,0.0123,0.0098,0.118,0.184
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,12.0,2.0,19.0,8.0,448128.0,6.554588079452515,0.07261323928833,0.0251,0.0317,0.0482,0.0238,0.0303,0.0417,0.0464,0.0134,0.0104,0.1245,0.1915
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,123.0,2.0,22.0,11.0,448128.0,8.081650495529175,0.2325711250305175,0.0273,0.036,0.0559,0.0271,0.0345,0.0483,0.0529,0.0137,0.0111,0.1315,0.2005
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,1.0,3.0,23.0,12.0,448128.0,8.351359128952026,0.07326340675354,0.0247,0.0288,0.0499,0.0211,0.0293,0.037,0.0424,0.0115,0.0103,0.111,0.191
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,12.0,3.0,21.0,9.0,448128.0,7.571003913879394,0.1969940662384033,0.0284,0.0353,0.056,0.0281,0.036,0.0511,0.0561,0.0139,0.0113,0.133,0.2065
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.1,CSGCN,,,synth,123.0,3.0,21.0,10.0,448128.0,6.916671276092529,0.0703010559082031,0.0266,0.0352,0.0564,0.0265,0.0344,0.0442,0.0494,0.0134,0.0109,0.1245,0.202
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,1.0,,58.0,45.0,448128.0,15.264041662216188,0.0659849643707275,0.0033,0.0048,0.0075,0.0033,0.0043,0.0055,0.0062,0.002,0.0016,0.02,0.032
DEFAULT_BATCH_SYNTH,False,1,12,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,12.0,,13.0,2.0,448128.0,3.510199785232544,0.0667951107025146,0.0027,0.0024,0.0039,0.0023,0.003,0.0055,0.0061,0.0014,0.0011,0.0135,0.022
DEFAULT_BATCH_SYNTH,False,1,123,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,123.0,1.0,12.0,1.0,448128.0,3.1719086170196533,0.0542323589324951,0.0026,0.0036,0.0057,0.0025,0.0033,0.0042,0.0048,0.0017,0.0013,0.016,0.0255
DEFAULT_BATCH_SYNTH,False,2,1,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,1.0,2.0,30.0,19.0,448128.0,8.137659788131714,0.0679383277893066,0.0021,0.0027,0.005,0.002,0.0029,0.0035,0.0043,0.0013,0.0012,0.013,0.0245
DEFAULT_BATCH_SYNTH,False,2,12,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,12.0,2.0,27.0,16.0,448128.0,7.248614311218262,0.0671112537384033,0.0031,0.0016,0.0035,0.0013,0.002,0.0023,0.003,0.0009,0.0009,0.0085,0.018
DEFAULT_BATCH_SYNTH,False,2,123,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,123.0,2.0,32.0,13.0,448128.0,8.812687873840332,0.06589937210083,0.0025,0.0018,0.0034,0.0014,0.002,0.003,0.0036,0.001,0.0009,0.01,0.0185
DEFAULT_BATCH_SYNTH,False,3,1,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,1.0,3.0,16.0,5.0,448128.0,4.23219633102417,0.0677888393402099,0.0026,0.0038,0.0063,0.0023,0.0033,0.0035,0.0043,0.0016,0.0014,0.0155,0.0275
DEFAULT_BATCH_SYNTH,False,3,12,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,12.0,3.0,21.0,2.0,448128.0,5.7965781688690186,0.0699295997619628,0.0015,0.0021,0.0054,0.0016,0.003,0.0035,0.0046,0.001,0.0013,0.0095,0.026
DEFAULT_BATCH_SYNTH,False,3,123,star_u2000_i5000_sp0.01_ns0.1,DiffNet,,,synth,123.0,3.0,34.0,23.0,448128.0,9.618001699447632,0.0669243335723877,0.003,0.0024,0.0043,0.0021,0.0029,0.0046,0.0052,0.0012,0.0011,0.012,0.022
DEFAULT_BATCH_SYNTH,False,1,1,star_u2000_i5000_sp0.01_ns0.1,HAGN,,,synth,1.0,,13.0,2.0,448132.0,4.319201231002808,0.0697548389434814,0.0107,0.0148,0.0271,0.0111,0.0158,0.0202,0.0234,0.0062,0.0057,0.0605,0.1085
