Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGN,fake_users_u2000_i10000_sp0.01_ns0.1_fake0.1,TUNED,synth,1,2,37,26,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 1e-05}",768132,23.500874280929565,0.09013509750366211,0.0131,0.0109,0.0181,0.0126,0.0155,0.0344,0.0386,0.0095,0.0082,0.0905,0.151
