Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
BPR,scale_free_u2000_i5000_sp0.02_ns0.1,TUNED,synth,123,2,18,7,"{'learning_rate': 0.005, 'weight_decay': 0.001}",448128,7.347640037536621,0.06840157508850098,0.0029,0.0017,0.0043,0.0019,0.003,0.0047,0.0063,0.0021,0.0023,0.02,0.0445
