Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
CSGCN,scale_free_u2000_i2000_sp0.02_ns0.1,DEFAULT,synth,12,2,30,19,256128,8.908138513565063,0.2376420497894287,0.0238,0.0393,0.0638,0.0289,0.0374,0.0461,0.0508,0.0127,0.0103,0.1225,0.1935
