Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
LightGCN,fake_users_u2000_i5000_sp0.01_ns0.1_fake0.4,DEFAULT,synth,123,3,21,10,448128,5.639319896697998,0.06926822662353516,0.0225,0.0289,0.0469,0.023,0.0303,0.0433,0.0484,0.0129,0.0107,0.121,0.197
