Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGNGlobal,echo_chamber_u2000_i5000_sp0.003_ns0.1,DEFAULT,synth,1,2,25,14,447489,4.087177276611328,0.0715177059173584,0.3157,0.4761,0.5628,0.3385,0.3624,0.314,0.3207,0.0562,0.0342,0.539,0.6346
