Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
DiffNet,line_graph_u2000_i5000_sp0.01_ns0.3_max30_decay0.5,DEFAULT,synth,12,31,19,448000,4.554070949554443,0.07024025917053223,0.0026,0.006,0.0117,0.0034,0.005,0.0031,0.0037,0.001,0.0009,0.0095,0.0175
