Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
MHCN,line_graph_u2000_i5000_sp0.01_ns0.2_max30_decay0.5,TUNED,synth,123,2,59,48,"{'learning_rate': 0.0001, 'n_layers': 3, 'reg_weight': 0.0001, 'ssl_reg': 1e-06}",481216,17.363842725753784,0.08017849922180176,0.5123,0.6569,0.7118,0.5835,0.5999,0.6425,0.6456,0.0962,0.0533,0.803,0.848
