sweep,group,param,model,social,n_obs,lmm_slope,lmm_p,lmm_se,spearman_rho,spearman_p,boot_diff,boot_ci_lo,boot_ci_hi,lmm_p_adj,spearman_p_adj,lmm_sig_raw,spearman_sig_raw,lmm_sig_adj,spearman_sig_adj,both_raw,both_adj
partial_alignment_degree,II,degree,DiffNet,True,36,5.623582766439882e-05,0.0005578738340915766,1.6294056171366824e-05,0.576194610872108,0.0002354778386632202,0.0010999999999999998,0.0007333333333333333,0.0014555555555555556,0.0038254205766279537,0.003767645418611523,True,True,True,True,True,True
partial_alignment_degree,II,degree,BPR,False,36,-1.1167800453514743e-05,0.15015798782729384,7.760948529594121e-06,-0.1821882017939506,0.2875628840368507,-0.00019999999999999998,-0.0004888888888888889,8.88888888888889e-05,0.3469574062776767,0.6942610650841678,False,False,False,False,False,False
contrarian_degree,II,degree,SimGCL,False,36,-0.0002208049886621366,0.15465960943370619,0.00015513985664399456,-0.13277094029052317,0.4401509958904717,-0.002233333333333359,-0.006822222222222248,0.0020111111111110747,0.3469574062776767,0.7333097262757237,False,False,False,False,False,False
contrarian_degree,II,degree,MHCN,True,36,-0.00016768707482993345,0.26128439866499953,0.00014927271149952194,-0.10644912583617147,0.5366321624767935,-0.002922222222222218,-0.009311666666666656,0.003766666666666665,0.48237119753538377,0.7937746726230752,False,False,False,False,False,False
contrarian_degree,II,degree,LightGCN,False,36,-0.00031904761904761854,0.10871788985906819,0.00019890965194079333,-0.10526662217575995,0.5411923481657526,-0.005633333333333334,-0.014799999999999999,0.0037227777777777693,0.2864958348716915,0.7937746726230752,False,False,False,False,False,False
contrarian_degree,II,degree,ASLGCN,True,36,0.0002768140589569158,0.06660602368185026,0.0001509080025671786,0.39472441707993383,0.017199769036156703,0.00453333333333333,0.001688611111111108,0.007855555555555551,0.21313927578192082,0.09173210152616908,False,True,False,False,False,False
contrarian_degree,II,degree,CSGCN,True,36,-0.00013917233560090635,0.48765228817449346,0.00020052272090512045,-0.01195980604987631,0.9448075650668626,-0.004066666666666666,-0.01240027777777778,0.0043680555555555365,0.7184702647873279,0.9723773282169271,False,False,False,False,False,False
contrarian_degree,II,degree,HAGN,True,36,0.0003292517006802726,6.785639553992216e-07,6.628249693715684e-05,0.5252045410357483,0.0010054979002477658,0.005366666666666666,0.0023333333333333327,0.009200277777777774,1.0857023286387546e-05,0.008043983201982127,True,True,True,True,True,True
contrarian_degree,II,degree,DiffNet,True,36,6.343537414965987e-05,7.308570791289285e-05,1.5994757825035946e-05,0.5795264412063937,0.0002123732514937935,0.001011111111111111,0.00026638888888888887,0.0017555555555555553,0.0007016227959637714,0.003767645418611523,True,True,True,True,True,True
contrarian_degree,II,degree,BPR,False,36,8.446712018140604e-06,0.44230930321054385,1.0994036313083532e-05,0.15152485385380135,0.3776832966280407,0.0001333333333333333,-0.00019999999999999996,0.0005222222222222221,0.7149870369469504,0.7087264422607034,False,False,False,False,False,False
random_erp,I,erp,SimGCL,False,36,0.15600907029478492,0.41382074600274577,0.1909095406661129,0.04783614524701938,0.7817447005127784,0.001266666666666663,-0.0012336111111111226,0.004199999999999994,0.7149870369469504,0.9380936406153341,False,False,False,False,False,False
random_erp,I,erp,MHCN,True,36,0.10589569160997607,0.663540927492684,0.2434217962710917,0.09448246779402285,0.583611735023053,0.0017444444444444558,-0.002344444444444427,0.005844444444444448,0.8366635471601979,0.82392244944431,False,False,False,False,False,False
random_erp,I,erp,LightGCN,False,36,-0.4116780045351475,0.06413432496439815,0.22237900471139949,-0.10409722592015913,0.5457200874283642,-0.004277777777777777,-0.010099999999999998,0.0010666666666666672,0.21313927578192082,0.7937746726230752,False,False,False,False,False,False
random_erp,I,erp,ASLGCN,True,36,0.20782312925170013,0.4583035423247146,0.2802198271567231,0.0777938394395301,0.6520077979177514,0.0017333333333333328,-0.0019222222222222219,0.006678055555555552,0.7149870369469504,0.8895498078066263,False,False,False,False,False,False
random_erp,I,erp,CSGCN,True,36,-0.056349206349207044,0.8109136604028888,0.2355268195270633,-0.07419379040558703,0.6671623558549697,0.0009,-0.003766666666666666,0.006122499999999995,0.8753911779871518,0.8895498078066263,False,False,False,False,False,False
random_erp,I,erp,HAGN,True,36,0.731746031746032,4.888042354896982e-08,0.13413400723852223,0.5334760303565166,0.0008068718191447595,0.005533333333333333,0.002977777777777777,0.008866666666666669,2.3462603303505515e-06,0.008043983201982127,True,True,True,True,True,True
random_erp,I,erp,DiffNet,True,36,0.1244897959183673,0.0002627938814813255,0.03411185586424715,0.5254753697457861,0.0009983665608361365,0.0013000000000000002,0.0008333333333333333,0.0017777777777777779,0.002102351051850604,0.008043983201982127,True,True,True,True,True,True
random_erp,I,erp,BPR,False,36,-0.030612244897959228,0.06442391055094276,0.016554006175993192,-0.2854199726058122,0.09152906356990882,-0.0003111111111111112,-0.0006,-3.3333333333333376e-05,0.21313927578192082,0.3518004231092535,False,False,False,False,False,False
partial_alignment_sd,II,sd,SimGCL,False,36,0.00015444444444443056,0.7122747022105245,0.0004187724059215473,0.020331670284789726,0.906307906499831,-0.0005555555555555683,-0.005845000000000034,0.004666666666666646,0.8366635471601979,0.9723773282169271,False,False,False,False,False,False
partial_alignment_sd,II,sd,MHCN,True,36,-0.0002127777777777611,0.4536236014315902,0.00028393553324798415,-0.17342835108140295,0.3117589988841225,-0.004533333333333334,-0.007944444444444452,-0.0006999999999999999,0.7149870369469504,0.6942610650841678,False,False,False,False,False,False
partial_alignment_sd,II,sd,LightGCN,False,36,0.0009627777777777762,0.009893170067659099,0.0003732360759637773,0.2870538224795635,0.08960728861378718,0.004977777777777779,-0.004088888888888888,0.013111388888888884,0.04748721632476367,0.3518004231092535,True,False,True,False,False,False
partial_alignment_sd,II,sd,ASLGCN,True,36,-0.0006088888888888877,0.10185739494521198,0.0003722008286938048,-0.2475679852324396,0.1454596421882554,-0.007544444444444443,-0.014666666666666668,-0.0010888888888888873,0.2864958348716915,0.43637892656476623,False,False,False,False,False,False
partial_alignment_sd,II,sd,CSGCN,True,36,0.0010244444444444448,0.0007886521459689308,0.00030518964181003766,0.47719626139006477,0.0032522637630981355,0.006866666666666668,-0.0008222222222222207,0.013844444444444444,0.004731912875813585,0.019513582578588814,True,True,True,True,True,True
partial_alignment_sd,II,sd,HAGN,True,36,-1.16666666666676e-05,0.9268970908424905,0.0001271578628526235,-0.005982213800972725,0.9723773282169271,-0.00019999999999999996,-0.001955555555555556,0.0017111111111111112,0.9671969643573813,0.9723773282169271,False,False,False,False,False,False
partial_alignment_sd,II,sd,DiffNet,True,36,1.7222222222222403e-05,0.6406583650377631,3.689592065471007e-05,0.05869000064159342,0.7338522672349743,0.00011111111111111121,-0.00047777777777777776,0.0006666666666666668,0.8366635471601979,0.9269712849283887,False,False,False,False,False,False
partial_alignment_sd,II,sd,BPR,False,36,2.1666666666666626e-05,0.24100820476416385,1.847949817247654e-05,0.2312112172675494,0.1748524524199596,0.00022222222222222231,-5.5555555555555484e-05,0.0005111111111111112,0.46273575314719456,0.46627320645322556,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,SimGCL,False,36,0.003988405797101693,0.7146501131993357,0.010908668010574904,0.15187976115928656,0.37655397429331006,0.0033222222222222078,-0.005589166666666693,0.011922222222222216,0.8366635471601979,0.7087264422607034,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,MHCN,True,36,-0.011296618357488008,0.11340460130337789,0.007135875160202879,-0.2750755391471551,0.10443920000028831,-0.005722222222222218,-0.010255833333333323,-0.00031111111111111075,0.2864958348716915,0.3580772571438456,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,LightGCN,False,36,0.006933333333333348,0.4617624613615722,0.009420957931246296,0.00837455987984109,0.9613378317910249,0.0030666666666666663,-0.0008666666666666653,0.0077333333333333325,0.7149870369469504,0.9723773282169271,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,ASLGCN,True,36,0.0018434782608695562,0.8206792293629548,0.008132820722564764,0.011962116156336359,0.9447969205869431,-0.0024333333333333325,-0.008111111111111109,0.0018666666666666669,0.8753911779871518,0.9723773282169271,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,CSGCN,True,36,0.010987439613526545,0.1917909287515135,0.008417562952930441,0.11003021565886204,0.5229357615216872,0.0034888888888888886,-0.0015336111111111132,0.009000555555555548,0.3995490831377351,0.7937746726230752,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,HAGN,True,36,-0.0021082125603864403,0.7928172934730453,0.008026577757851998,0.17116851451855902,0.3182029881635769,-0.0020666666666666663,-0.008911111111111111,0.00446694444444444,0.8753911779871518,0.6942610650841678,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,DiffNet,True,36,0.0005256038647343083,0.4939483070412879,0.0007683789207422853,0.03594425773447948,0.8351341564227871,6.666666666666663e-05,-0.0004666666666666667,0.0006888888888888888,0.7184702647873279,0.9544390359117567,False,False,False,False,False,False
fake_users_fraction,III,fake_fraction,BPR,False,36,0.00023188405797101174,0.643270493571938,0.0005006878699253728,0.1319405873361839,0.4430412929582497,6.666666666666672e-05,-0.0002888888888888889,0.0004111111111111112,0.8366635471601979,0.7333097262757237,False,False,False,False,False,False
