Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
ASLGCNSymmetric,partial_alignment_u2000_i5000_sp0.01_ns0.02,DEFAULT,synth,123,2,25,7,448129,8.24800992012024,0.07129240036010742,0.0247,0.0328,0.0532,0.0242,0.0321,0.0404,0.0455,0.0116,0.0101,0.113,0.187
