Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
CSGCN,random_u500_i5000_sp0.01_ns0.1,DEFAULT,synth,1,1,28,17,350656,2.956833839416504,0.02910304069519043,0.2706,0.335,0.4206,0.3374,0.3675,0.563,0.5688,0.1388,0.0873,0.794,0.874
