Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGN,small_world_u2000_i5000_sp0.01_ns0.05,TUNED,synth,12,1,62,48,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 0.0001}",448132,21.657026529312134,4.878422737121582,0.024,0.0314,0.05,0.0241,0.0312,0.0441,0.0488,0.0115,0.0095,0.1125,0.182
