Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
MHCN,contrarian_u2000_i5000_sp0.01_ns0.1_deg10.0,DEFAULT,synth,12,3,15,4,481408,9.492126226425171,0.07984542846679688,0.2201,0.2503,0.322,0.228,0.2561,0.3769,0.3849,0.0941,0.0635,0.668,0.7825
