Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
LightGCN,random_u2000_i5000_sp0.003_ns0.1,TUNED,synth,123,2,186,175,"{'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.001}",447424,26.3396954536438,0.06803750991821289,0.4842,0.6824,0.7646,0.5513,0.574,0.5437,0.5493,0.0844,0.0482,0.7605,0.842
