Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
LightGCN,contrarian_u2000_i5000_sp0.01_ns0.1_deg2.0,DEFAULT,synth,1,19,8,448128,5.321676254272461,0.1370849609375,0.0248,0.0329,0.0555,0.0239,0.0321,0.0386,0.0437,0.012,0.0103,0.1125,0.1885
