Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
ASLGCN,contrarian_u2000_i5000_sp0.01_ns0.2,DEFAULT,synth,12,20,9,448129,6.702615976333618,0.06915044784545898,0.0235,0.0296,0.0462,0.0225,0.0289,0.0397,0.0441,0.0109,0.0091,0.104,0.17
