Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
HAGN,line_graph_u2000_i10000_sp0.002_ns0.2_max30_decay0.5,TUNED,synth,12,1,14,3,"{'learning_rate': 0.005, 'n_layers': 4, 'reg_weight': 1e-05}",755972,2.4771804809570312,0.10361576080322266,0.4811,0.6296,0.7152,0.5294,0.5551,0.564,0.5699,0.0936,0.0548,0.764,0.848
