Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
ASLGCN,random_u2000_i5000_sp0.05_ns0.1,DEFAULT,synth,1,14,3,448129,20.732335567474365,0.07686781883239746,0.0086,0.0042,0.0079,0.0101,0.0106,0.0291,0.035,0.0099,0.0099,0.095,0.181
