Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
DiffNet,small_world_u2000_i5000_sp0.01_ns0.5,DEFAULT,synth,12,15,1,448128,3.96380352973938,0.06749463081359863,0.0028,0.0023,0.0049,0.0016,0.0028,0.0027,0.0037,0.0011,0.0012,0.01,0.0235
