Model,Dataset,Mode,dataset_type,seed,total_epochs_trained,best_epoch,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
MHCN,echo_chamber_u500_i5000_sp0.01_ns0.1,DEFAULT,synth,1,28,17,384000,4.862245798110962,0.036905765533447266,0.6051,0.7653,0.826,0.7962,0.8195,0.9693,0.9695,0.3658,0.2041,0.994,0.996
