Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
CSGCN,small_world_u2000_i5000_sp0.01_ns0.05,TUNED,synth,1,2,40,29,"{'anneal_epochs': 20, 'learning_rate': 0.005, 'n_layers': 3, 'reg_weight': 0.0001, 'warmup_epochs': 30}",448128,12.210905075073242,0.16605281829833984,0.0364,0.0485,0.0804,0.0379,0.0496,0.0674,0.0742,0.0187,0.0157,0.173,0.273
