Model,Dataset,Mode,dataset_type,seed,data_seed,total_epochs_trained,best_epoch,Best_Params,n_parameters,train_time_s,inference_time_s,best_valid_ndcg@10,recall@10,recall@20,ndcg@10,ndcg@20,mrr@10,mrr@20,precision@10,precision@20,hit@10,hit@20
DiffNet,star_u2000_i10000_sp0.01_ns0.1,TUNED,synth,123,2,23,12,"{'learning_rate': 0.005, 'n_layers': 1, 'reg_weight': 0.001}",768128,10.39976978302002,0.07886242866516113,0.0024,0.0021,0.0045,0.0019,0.003,0.0046,0.0061,0.0017,0.0019,0.017,0.039
